entrez,symbol,pubmed_id,type,organ_system,primary_site,cancer_type,method,coding_status,cgc_annotation,vogelstein_annotation,saito_annotation,NCG_oncogene,NCG_tsg,driver_type
6874,TAF4,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
6882,TAF11,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
6882,TAF11,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
6882,TAF11,28988769,WES,Urologic,bladder,bladder_cancer,MutSig,coding,,,,,,cancer
6886,TAL1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
6886,TAL1,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,"oncogene, fusion",,,1.0,0.0,cancer
6887,TAL2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
6887,TAL2,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,"oncogene, fusion",,,1.0,0.0,cancer
6890,TAP1,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
6904,TBCD,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
6908,TBP,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,coding,,,,,,cancer
6908,TBP,26790612,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MuSiC,coding,,,,,,cancer
6921,ELOC,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
6921,ELOC,23792563,WES,Urologic,kidney,clear_cell_renal_cancer,MutSig,coding,,,,,,cancer
6921,ELOC,26947078,WES,Urologic,kidney,renal_cancer_(all_histologies),"MutSig, Literature-based",coding,,,,,,cancer
6921,ELOC,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
6925,TCF4,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
6925,TCF4,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
6925,TCF4,32024818,WGS,Multiple,multiple,pan-cancer_adult,DriverPower,noncoding,,,,,,cancer
6926,TBX3,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,29622464,WES,Gynecologic,pan-gynecological and breast,pan-gynecological and breast,"MutSigCV, 20/20",coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,23000897,WES,Gynecologic,breast,breast_cancer,MuSiC,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,27135926,WGS,Gynecologic,breast,breast_cancer,Paper-specific,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,27161491,Gene Panel,Gynecologic,breast,breast_cancer,Recurrence-based,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,22722201,WES,Gynecologic,breast,breast_cancer,Greenman-based,coding,"oncogene, TSG",,,0.0,0.0,cancer
6926,TBX3,26099045,WGS,Gynecologic,breast,breast_cancer,"Recurrence-based, Literature-based",coding,"oncogene, TSG",,,0.0,0.0,cancer
6927,HNF1A,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
6927,HNF1A,22561517,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
6927,HNF1A,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
6928,HNF1B,21804550,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,Paper-specific,coding,,,,,,cancer
6929,TCF3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6929,TCF3,29489754,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,MuSiC,coding,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6929,TCF3,30926794,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,IntOGen,coding,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6929,TCF3,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6929,TCF3,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6929,TCF3,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",coding,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6929,TCF3,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",noncoding,"oncogene, TSG, fusion",,,0.0,0.0,cancer
6932,TCF7,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
6932,TCF7,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,,,,,,cancer
6934,TCF7L2,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,"oncogene, fusion",,,1.0,0.0,cancer
6934,TCF7L2,22895193,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Wood-based,coding,"oncogene, fusion",,,1.0,0.0,cancer
6935,ZEB1,26192916,WGS-WES,Hematologic and lymphatic,blood,cutaneous_T_cell_lymphoma,MuSiC,coding,oncogene,,,1.0,0.0,cancer
6935,ZEB1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,oncogene,,,1.0,0.0,cancer
6935,ZEB1,26437031,WGS-WES-Gene Panel,Hematologic and lymphatic,blood,T-cell_leukemia/lymphoma,MutSig,coding,oncogene,,,1.0,0.0,cancer
6935,ZEB1,28352668,WES-Gene Panel,Endocrine,parathyroid_gland,parathyroid_carcinoma,"Recurrence-based, Literature-based",coding,oncogene,,,1.0,0.0,cancer
6935,ZEB1,27058444,WGS-WES,Core gastrointestinal,esophagus,esophageal_squamous_carcinoma,MutSig,coding,oncogene,,,1.0,0.0,cancer
6938,TCF12,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
6938,TCF12,26061751,WES,Soft tissue,brain,low_grade_glioma,MutSig,coding,,,,,,cancer
6938,TCF12,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,,,,,,cancer
6943,TCF21,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
6954,TCP11,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
6996,TDG,20668451,Gene Panel,Thoracic,lung,lung_cancer_(all_histologies),Wood-based,coding,,,,,,cancer
7006,TEC,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
7006,TEC,26258847,WES-Gene Panel,Hematologic and lymphatic,blood,cutaneous_T_cell_lymphoma,Recurrence-based,coding,"oncogene, fusion",,,1.0,0.0,cancer
7009,TMBIM6,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,,,,,,cancer
7011,TEP1,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,,,,,,cancer
7015,TERT,28297679,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,MutSig,coding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,27064257,WGS,Developmental gastrointestinal,hepatobiliary,"hepatocellular_carcinoma, cholangiocarcinoma",Literature-based,coding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,30107175,WES-Gene Panel,Endocrine,thyroid,hurthle_cell_carcinoma,"MutSig2CV, Recurrence-based",noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,28467829,WGS,Skin,skin,melanoma,OncodriveFML,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,28667006,WGS,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,27311963,WGS,Multiple,multiple,pan-cancer_adult,OncodriveFML,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,31320640,WGS-WES,Skin,skin,mucosal_melanoma,"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based",noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,32025015,WGS,Multiple,multiple,pan-cancer_adult,"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver",noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,32494066,Canonical Cancer Driver,Multiple,multiple,,,,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,26343386,WGS-WES-Gene Panel,Skin,skin,desmoplastic_melanoma,"Recurrence-based, Literature-based",coding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,32024818,WGS,Multiple,multiple,pan-cancer_adult,DriverPower,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,25362482,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,MutSig,coding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,30755618,WGS,Urologic,bladder,bladder_cancer,Recurrence-based,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7015,TERT,31954095,WGS,Multiple,multiple,pan-cancer_adult,ActiveDriverWGS,noncoding,"oncogene, TSG",,Oncogene,1.0,0.0,cancer
7020,TFAP2A,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
7023,TFAP4,29489754,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,MuSiC,coding,,,,,,cancer
7023,TFAP4,30926794,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,IntOGen,coding,,,,,,cancer
7023,TFAP4,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",coding,,,,,,cancer
7023,TFAP4,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",noncoding,,,,,,cancer
7027,TFDP1,27087322,WGS,Urologic,prostate,prostate_cancer,Recurrence-based,coding,,,,,,cancer
7027,TFDP1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
7027,TFDP1,23583981,WGS-WES,Soft tissue,brain,paediatric_low_grade_glioma,"MuSiC, Paper-specific",coding,,,,,,cancer
7030,TFE3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
7038,TG,27236916,WES-Gene Panel,Endocrine,thyroid,papillary_thyroid_cancer,Recurrence-based,coding,,,,,,cancer
7039,TGFA,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,,,,,,cancer
7046,TGFBR1,26909576,WGS,Developmental gastrointestinal,pancreas,pancreatic_cancer_(all_histologies),"HOTNET2, OncodriveFM, MutSig",coding,,,,,,cancer
7046,TGFBR1,28522256,WES,Core gastrointestinal,stomach,diffuse_gastric_adenocarcinoma,MutSig,coding,,,,,,cancer
7046,TGFBR1,26806338,WES-Gene Panel,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
7048,TGFBR2,26909576,WGS,Developmental gastrointestinal,pancreas,pancreatic_cancer_(all_histologies),"HOTNET2, OncodriveFM, MutSig",coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,23103869,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MuSiC,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,25631445,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,28548104,WGS,Core gastrointestinal,esophagus,esophageal_squamous_carcinoma,MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,30718927,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D",coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,,,0.0,1.0,cancer
7048,TGFBR2,26804919,WES,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,29945994,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,28667006,WGS-WES-Gene Panel,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,"MutSigCV, IntOGen",coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,32025015,WGS,Multiple,multiple,pan-cancer_adult,"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver",coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,26154128,WES-Gene Panel,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,28810144,WES plus targeted deep resequencing,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,28112728,WGS,Gynecologic,cervix,cervical_cancer_(all_histologies),MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,28052061,WGS-WES,Core gastrointestinal,esophagus,esophageal_(squamous_and_adenocarcinoma),MutSig,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,24816253,WGS,Core gastrointestinal,stomach,gastric_adenocarcinoma,Youn-based,coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,26939876,Gene Panel,Gynecologic,breast,triple_negative_breast_cancer,"Recurrence-based, Paper-specific",coding,TSG,,,0.0,1.0,cancer
7048,TGFBR2,26806338,WES-Gene Panel,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,Recurrence-based,coding,TSG,,,0.0,1.0,cancer
7049,TGFBR3,28452984,WES,Hematologic and lymphatic,blood,chronic_myeloid_leukemia,"Recurrence-based, Literature-based",coding,,,,,,cancer
7050,TGIF1,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
7050,TGIF1,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
7050,TGIF1,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,,,,,,cancer
7051,TGM1,27325650,WES,Urologic,penis,penile_squamous_cancer,"IntOGen, Literature-based",coding,,,,,,cancer
7057,THBS1,24816253,WGS,Core gastrointestinal,stomach,gastric_adenocarcinoma,Youn-based,coding,,,,,,cancer
7058,THBS2,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
7062,TCHH,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
7072,TIA1,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
7073,TIAL1,29617667,WES,Multiple,multiple,pan-cancer_adult,"MutSigCV, 20/20",coding,,,,,,cancer
7080,NKX2-1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, TSG",,,0.0,0.0,cancer
7080,NKX2-1,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,"oncogene, TSG",,,0.0,0.0,cancer
7082,TJP1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
7088,TLE1,28452984,WES,Hematologic and lymphatic,blood,chronic_myeloid_leukemia,"Recurrence-based, Literature-based",coding,,,,,,cancer
7091,TLE4,26909576,WGS,Developmental gastrointestinal,pancreas,pancreatic_cancer_(all_histologies),"HOTNET2, OncodriveFM, MutSig",coding,,,,,,cancer
7091,TLE4,21339757,WES,Hematologic and lymphatic,blood,acute_myeloid_leukemia,Recurrence-based,coding,,,,,,cancer
7092,TLL1,23525077,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSig,coding,,,,,,cancer
7093,TLL2,21804550,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,Paper-specific,coding,,,,,,cancer
7097,TLR2,28531216,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,Pathscan,coding,,,,,,cancer
7097,TLR2,22158541,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,Recurrence-based,coding,,,,,,cancer
7099,TLR4,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
7099,TLR4,23525077,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSig,coding,,,,,,cancer
7099,TLR4,28531216,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,Pathscan,coding,,,,,,cancer
7099,TLR4,20668451,Gene Panel,Thoracic,lung,lung_cancer_(all_histologies),Wood-based,coding,,,,,,cancer
7099,TLR4,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,,,,,,cancer
7099,TLR4,22842228,WES,Skin,skin,melanoma,MuSiC,coding,,,,,,cancer
7099,TLR4,26503331,WES-Gene Panel,Thoracic,lung,lung_squamous_cell_carcinoma,MutSig,coding,,,,,,cancer
7099,TLR4,24952744,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
7100,TLR5,28531216,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,Pathscan,coding,,,,,,cancer
7113,TMPRSS2,22981675,Gene Panel,Urologic,prostate,prostate_cancer,Recurrence-based,coding,,,,,,cancer
7113,TMPRSS2,27087322,WGS,Urologic,prostate,prostate_cancer,Recurrence-based,coding,,,,,,cancer
7114,TMSB4X,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,,,,,,cancer
7114,TMSB4X,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
7114,TMSB4X,26608593,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MuSiC,coding,,,,,,cancer
7114,TMSB4X,28479318,WES-Gene Panel,Hematologic and lymphatic,blood,cutaneous_DLBCL,MuSiC,coding,,,,,,cancer
7114,TMSB4X,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",coding,,,,,,cancer
7114,TMSB4X,31558468,WGS,Hematologic and lymphatic,blood,burkitt lymphoma,"MutSigCV, HotNet2, Literature-based",noncoding,,,,,,cancer
7114,TMSB4X,32024818,WGS,Multiple,multiple,pan-cancer_adult,DriverPower,noncoding,,,,,,cancer
7124,TNF,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,,,,,,cancer
7124,TNF,22343534,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,MutSig,coding,,,,,,cancer
7128,TNFAIP3,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,TSG,,0.0,1.0,cancer
7128,TNFAIP3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
7128,TNFAIP3,26437031,WGS-WES-Gene Panel,Hematologic and lymphatic,blood,T-cell_leukemia/lymphoma,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
7128,TNFAIP3,24362818,WGS-WES,Hematologic and lymphatic,blood,follicular_lymphoma,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
7128,TNFAIP3,21804550,WES,Hematologic and lymphatic,blood,diffuse_large_B-cell_lymphoma,Paper-specific,coding,TSG,TSG,,0.0,1.0,cancer
7128,TNFAIP3,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
7128,TNFAIP3,26939876,Gene Panel,Gynecologic,breast,triple_negative_breast_cancer,"Recurrence-based, Paper-specific",coding,TSG,TSG,,0.0,1.0,cancer
7130,TNFAIP6,23636398,WES,Gynecologic,uterus,endometrial_cancer,MuSiC,coding,,,,,,cancer
7133,TNFRSF1B,26258847,WES-Gene Panel,Hematologic and lymphatic,blood,cutaneous_T_cell_lymphoma,Recurrence-based,coding,,,,,,cancer
7143,TNR,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,,,,,,cancer
7157,TP53,21798897,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,Recurrence-based,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,22877736,WES,Core gastrointestinal,esophagus,esophageal_(squamous_and_adenocarcinoma),Recurrence-based,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,26934577,WES,Head and neck,head_and_neck,oral_squamous_cell_carcinoma,"OncodriveFM, Youn-based",coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,31164371,WES,Soft tissue,soft_tissue,"leiomysarcoma, liposarcoma",Recurrence-based,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,25730765,WGS,Hematologic and lymphatic,blood,acute_lymphocytic_leukemia,Recurrence-based,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,24747642,WES,Endocrine,adrenal_gland,adrenocortical_carcinoma,MutSig,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,26909576,WGS,Developmental gastrointestinal,pancreas,pancreatic_cancer_(all_histologies),"HOTNET2, OncodriveFM, MutSig",coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,22722202,WES,Gynecologic,breast,breast_cancer,MutSig,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,22610119,WES,Urologic,prostate,prostate_cancer,MutSig,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
7157,TP53,20601955,Gene Panel,Soft tissue,soft_tissue,soft_tissue_sarcoma,Recurrence-based,coding,"oncogene, TSG, fusion",TSG,TSG,0.0,1.0,cancer
